"","Committee_Id","Committee_Name","Link_Image","Committee_Election_State","Committee_Election_District","Report_Type","Receipt_Date","Coverage_Start_Date","Coverage_End_Date","Quarterly_Contribution","Semi_Annual_Contribution"
"131","C00586537","HILLARY VICTORY FUND","http://docquery.fec.gov/cgi-bin/fecimg/?_201610279036941213+0","NY",NA,"OCTOBER QUARTERLY","27-OCT-16","01-JUL-16","30-SEP-16",10660047.97,0
"132","C00587519","DELBENE VICTORY FUND","http://docquery.fec.gov/cgi-bin/fecimg/?_201610279036958543+0","WA",NA,"PRE-GENERAL","27-OCT-16","01-OCT-16","19-OCT-16",0,0
"133","C00578013","RUSS FOR WISCONSIN","http://docquery.fec.gov/cgi-bin/fecimg/?_201610270200593267+0","WI",0,"PRE-GENERAL","24-OCT-16","01-OCT-16","19-OCT-16",35109,209958
"134","C00578484","KIRKPATRICK FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201610200200501705+0","AZ",0,"OCTOBER QUARTERLY","18-OCT-16","11-AUG-16","30-SEP-16",52493,0
"135","C00575795","HILLARY FOR AMERICA","http://docquery.fec.gov/cgi-bin/fecimg/?_201610159032760095+0","NY",NA,"OCTOBER QUARTERLY","15-OCT-16","01-JUL-16","30-SEP-16",292706.06,0
"136","C00619411","HILLARY ACTION FUND","http://docquery.fec.gov/cgi-bin/fecimg/?_201610159032759061+0","NY",NA,"OCTOBER QUARTERLY","15-OCT-16","01-JUL-16","30-SEP-16",569200,0
"137","C00326801","TAMMY BALDWIN FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201610190200466442+0","WI",0,"OCTOBER QUARTERLY","15-OCT-16","01-JUL-16","30-SEP-16",0,0
"138","C00504688","OTERO FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_201610159032861834+0","",NA,"OCTOBER QUARTERLY","15-OCT-16","01-JUL-16","30-SEP-16",0,0
"139","C00586537","HILLARY VICTORY FUND","http://docquery.fec.gov/cgi-bin/fecimg/?_201610159032761917+0","NY",NA,"OCTOBER QUARTERLY","15-OCT-16","01-JUL-16","30-SEP-16",10601247.97,0
"140","C00578013","RUSS FOR WISCONSIN","http://docquery.fec.gov/cgi-bin/fecimg/?_201610200200480441+0","WI",0,"OCTOBER QUARTERLY","14-OCT-16","21-JUL-16","30-SEP-16",118053,0
"141","C00574889","TAMMY FOR ILLINOIS","http://docquery.fec.gov/cgi-bin/fecimg/?_201610190200472092+0","IL",0,"OCTOBER QUARTERLY","14-OCT-16","01-JUL-16","30-SEP-16",188114,0
"142","C00572925","MISSOURIANS FOR KANDER","http://docquery.fec.gov/cgi-bin/fecimg/?_201610180200424209+0","MO",0,"OCTOBER QUARTERLY","14-OCT-16","14-JUL-16","30-SEP-16",40487,0
"143","C00614073","GAIL SCHWARTZ FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_201610149032486269+0","CO",3,"OCTOBER QUARTERLY","14-OCT-16","01-JUL-16","30-SEP-16",58933.98,0
"144","C00333427","WALDEN FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_201610149032526281+0","OR",2,"OCTOBER QUARTERLY","14-OCT-16","01-JUL-16","30-SEP-16",25550,25550
"145","C00573212","STRICKLAND FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201610140200402862+0","OH",0,"OCTOBER QUARTERLY","14-OCT-16","01-JUL-16","30-SEP-16",208803,0
"146","C00588772","MAGGIE FOR NH","http://docquery.fec.gov/cgi-bin/fecimg/?_201610140200403668+0","NH",0,"OCTOBER QUARTERLY","14-OCT-16","01-JUL-16","30-SEP-16",78055,0
"147","C00578484","KIRKPATRICK FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201610140200402857+0","AZ",0,"OCTOBER QUARTERLY","14-OCT-16","01-JUL-16","30-SEP-16",82241,0
"148","C00575548","CATHERINE CORTEZ MASTO FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201610140200402874+0","NV",0,"OCTOBER QUARTERLY","14-OCT-16","01-JUL-16","30-SEP-16",263303,0
"149","C00458398","BENNET FOR COLORADO","http://docquery.fec.gov/cgi-bin/fecimg/?_201610170200406878+0","CO",0,"OCTOBER QUARTERLY","14-OCT-16","01-JUL-16","30-SEP-16",89999,0
"150","C00582809","KATIE MCGINTY FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201610170200421021+0","PA",0,"OCTOBER QUARTERLY","14-OCT-16","01-JUL-16","30-SEP-16",296479,0
"151","C00042366","DSCC","http://docquery.fec.gov/cgi-bin/fecimg/?_201610170200422112+0","",NA,"OCTOBER QUARTERLY","14-OCT-16","01-JUL-16","30-SEP-16",457926,0
"152","C00589820","DEBORAH ROSS FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201610210200518048+0","NC",0,"OCTOBER QUARTERLY","14-OCT-16","01-JUL-16","30-SEP-16",125850,0
"153","C00616193","BADGER STATE RURAL","http://docquery.fec.gov/cgi-bin/fecimg/?_201610050300101124+0","",NA,"OCTOBER QUARTERLY","05-OCT-16","01-JUL-16","30-SEP-16",0,0
"154","C00271338","AMERIPAC: THE FUND FOR A GREATER AMERICA","http://docquery.fec.gov/cgi-bin/fecimg/?_201609209030977262+0","",NA,"AUGUST MONTHLY","20-SEP-16","01-JUL-16","31-JUL-16",33000,0
"155","C00271338","AMERIPAC: THE FUND FOR A GREATER AMERICA","http://docquery.fec.gov/cgi-bin/fecimg/?_201608199022556101+0","",NA,"AUGUST MONTHLY","19-AUG-16","01-JUL-16","31-JUL-16",32000,0
"156","C00578484","KIRKPATRICK FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201608180200340571+0","AZ",0,"PRE-PRIMARY","18-AUG-16","01-JUL-16","10-AUG-16",0,0
"157","C00458844","MARCO RUBIO FOR PRESIDENT","http://docquery.fec.gov/cgi-bin/fecimg/?_201608049022177106+0","",NA,"JULY QUARTERLY / SEMI-ANNUAL","04-AUG-16","01-APR-16","30-JUN-16",0,399202.16
"158","C00578013","RUSS FOR WISCONSIN","http://docquery.fec.gov/cgi-bin/fecimg/?_201607280200326086+0","WI",0,"PRE-PRIMARY","25-JUL-16","01-JUL-16","20-JUL-16",20846,0
"159","C00000935","DCCC","http://docquery.fec.gov/cgi-bin/fecimg/?_201607189020685007+0","",NA,"JULY MONTHLY / SEMI-ANNUAL","18-JUL-16","01-JAN-16","30-JUN-16",40500,40500
"160","C00504688","OTERO FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_201607159020666485+0","",NA,"QUARTERLY SEMI-ANNUAL (MY)","15-JUL-16","","",0,0
"161","C00458398","BENNET FOR COLORADO","http://docquery.fec.gov/cgi-bin/fecimg/?_201607180200244653+0","CO",0,"JULY QUARTERLY","15-JUL-16","09-JUN-16","30-JUN-16",0,115860
"162","C00575795","HILLARY FOR AMERICA","http://docquery.fec.gov/cgi-bin/fecimg/?_201607159020642162+0","NY",NA,"JULY QUARTERLY / SEMI-ANNUAL","15-JUL-16","01-APR-16","30-JUN-16",1190025.34,2896098.52
"163","C00586537","HILLARY VICTORY FUND","http://docquery.fec.gov/cgi-bin/fecimg/?_201607159020642049+0","NY",NA,"JULY QUARTERLY / SEMI-ANNUAL","15-JUL-16","01-APR-16","30-JUN-16",1537269.85,1838694.85
"164","C00619411","HILLARY ACTION FUND","http://docquery.fec.gov/cgi-bin/fecimg/?_201607159020641946+0","NY",NA,"JULY QUARTERLY / SEMI-ANNUAL","15-JUL-16","01-APR-16","30-JUN-16",217000,217000
"165","C00575548","CATHERINE CORTEZ MASTO FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201607150200218995+0","NV",0,"JULY QUARTERLY","15-JUL-16","26-MAY-16","30-JUN-16",78141,306432
"166","C00578484","KIRKPATRICK FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201607150200219005+0","AZ",0,"JULY QUARTERLY","15-JUL-16","01-APR-16","30-JUN-16",0,28029
"167","C00333427","WALDEN FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_201607159020551857+0","OR",2,"JULY QUARTERLY / SEMI-ANNUAL","15-JUL-16","28-APR-16","30-JUN-16",4250,27200
"168","C00310532","KAY GRANGER CAMPAIGN FUND","http://docquery.fec.gov/cgi-bin/fecimg/?_201607159020605351+0","TX",12,"JULY QUARTERLY / SEMI-ANNUAL","15-JUL-16","01-APR-16","30-JUN-16",76900,76900
"169","C00419978","CAROL SHEA-PORTER FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_201607159020614978+0","NH",1,"JULY QUARTERLY / SEMI-ANNUAL","15-JUL-16","01-JAN-16","30-JUN-16",19536,19536
"170","C00574889","TAMMY FOR ILLINOIS","http://docquery.fec.gov/cgi-bin/fecimg/?_201607200200263770+0","IL",0,"JULY QUARTERLY","15-JUL-16","01-APR-16","30-JUN-16",128786,248173
"171","C00326801","TAMMY BALDWIN FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201607200200273161+0","WI",0,"JULY QUARTERLY","15-JUL-16","01-MAR-16","30-JUN-16",0,0
"172","C00578013","RUSS FOR WISCONSIN","http://docquery.fec.gov/cgi-bin/fecimg/?_201607200200276384+0","WI",0,"JULY QUARTERLY","15-JUL-16","01-APR-16","30-JUN-16",129883,263675
"173","C00346312","FRIENDS OF SCHUMER","http://docquery.fec.gov/cgi-bin/fecimg/?_201607210200287241+0","NY",0,"JULY QUARTERLY","15-JUL-16","09-JUN-16","30-JUN-16",0,0
"174","C00589820","DEBORAH ROSS FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201607210200295415+0","NC",0,"JULY QUARTERLY","15-JUL-16","01-JAN-16","30-JUN-16",64568,64568
"175","C00042366","DSCC","http://docquery.fec.gov/cgi-bin/fecimg/?_201607150200219679+0","",NA,"JULY QUARTERLY","15-JUL-16","01-APR-16","30-JUN-16",335850,1607076
"176","C00588772","MAGGIE FOR NH","http://docquery.fec.gov/cgi-bin/fecimg/?_201607150200222833+0","NH",0,"JULY QUARTERLY","15-JUL-16","01-APR-16","30-JUN-16",66689,66689
"177","C00573212","STRICKLAND FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201607150200219000+0","OH",0,"JULY QUARTERLY","15-JUL-16","01-APR-16","30-JUN-16",72999,118387
"178","C00308676","WYDEN FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201607200200262786+0","OR",0,"JULY QUARTERLY","14-JUL-16","28-APR-16","30-JUN-16",19342,60713
"179","C00610220","GREEN SENATE IMPACT 2016","http://docquery.fec.gov/cgi-bin/fecimg/?_201607120200216381+0","",NA,"JULY QUARTERLY","12-JUL-16","01-APR-16","30-JUN-16",162800,162800
"180","C00616193","BADGER STATE RURAL","http://docquery.fec.gov/cgi-bin/fecimg/?_201607060300079412+0","",NA,"JULY QUARTERLY","06-JUL-16","01-APR-16","30-JUN-16",0,0
"181","C00458398","BENNET FOR COLORADO","http://docquery.fec.gov/cgi-bin/fecimg/?_201606170200199739+0","CO",0,"PRE-PRIMARY","17-JUN-16","01-APR-16","08-JUN-16",34072,0
"182","C00575548","CATHERINE CORTEZ MASTO FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201606020200192082+0","NV",0,"PRE-PRIMARY","02-JUN-16","01-APR-16","25-MAY-16",31245,0
"183","C00308676","WYDEN FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201605050200174416+0","OR",0,"PRE-PRIMARY","02-MAY-16","01-APR-16","27-APR-16",30300,0
"184","C00575795","HILLARY FOR AMERICA","http://docquery.fec.gov/cgi-bin/fecimg/?_201604159012556514+0","NY",NA,"APRIL QUARTERLY","15-APR-16","01-JAN-16","31-MAR-16",1550185,0
"185","C00586537","HILLARY VICTORY FUND","http://docquery.fec.gov/cgi-bin/fecimg/?_201604159012556278+0","NY",NA,"APRIL QUARTERLY","15-APR-16","01-JAN-16","31-MAR-16",271600,0
"186","C00573212","STRICKLAND FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201604180200120498+0","OH",0,"APRIL QUARTERLY","15-APR-16","01-JAN-16","31-MAR-16",22740,0
"187","C00575548","CATHERINE CORTEZ MASTO FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201604180200120510+0","NV",0,"APRIL QUARTERLY","15-APR-16","01-JAN-16","31-MAR-16",171910,0
"188","C00458844","MARCO RUBIO FOR PRESIDENT","http://docquery.fec.gov/cgi-bin/fecimg/?_201604159012463478+0","",NA,"APRIL QUARTERLY","15-APR-16","01-JAN-16","31-MAR-16",399202.16,399202.16
"189","C00458398","BENNET FOR COLORADO","http://docquery.fec.gov/cgi-bin/fecimg/?_201604150200109801+0","CO",0,"APRIL QUARTERLY","15-APR-16","01-JAN-16","31-MAR-16",69834,0
"190","C00346312","FRIENDS OF SCHUMER","http://docquery.fec.gov/cgi-bin/fecimg/?_201604200200151978+0","NY",0,"APRIL QUARTERLY","15-APR-16","01-JAN-16","31-MAR-16",94250,0
"191","C00574889","TAMMY FOR ILLINOIS","http://docquery.fec.gov/cgi-bin/fecimg/?_201604200200150997+0","IL",0,"APRIL QUARTERLY","15-APR-16","25-FEB-16","31-MAR-16",75337,0
"192","C00326801","TAMMY BALDWIN FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201604210200170342+0","",NA,"APRIL QUARTERLY","15-APR-16","01-JAN-16","31-MAR-16",0,NA
"193","C00588772","MAGGIE FOR NH","http://docquery.fec.gov/cgi-bin/fecimg/?_201604150200103035+0","NH",0,"APRIL QUARTERLY","15-APR-16","01-JAN-16","31-MAR-16",57746,0
"194","C00042366","DSCC","http://docquery.fec.gov/cgi-bin/fecimg/?_201604150200102263+0","",NA,"APRIL QUARTERLY","15-APR-16","01-JAN-16","31-MAR-16",1137200,0
"195","C00578013","RUSS FOR WISCONSIN","http://docquery.fec.gov/cgi-bin/fecimg/?_201604200200151403+0","WI",0,"APRIL QUARTERLY","15-APR-16","01-JAN-16","31-MAR-16",122983,0
"196","C00027466","NRSC","http://docquery.fec.gov/cgi-bin/fecimg/?_201604140200097482+0","",NA,"APRIL QUARTERLY","14-APR-16","01-JAN-16","31-MAR-16",0,0
"197","C00333427","WALDEN FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_201604149012405197+0","OR",2,"APRIL QUARTERLY","14-APR-16","01-JAN-16","31-MAR-16",22450,22450
"198","C00582809","KATIE MCGINTY FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201604140200100668+0","PA",0,"PRE-PRIMARY","14-APR-16","01-JAN-16","06-APR-16",49284,0
"199","C00609578","GEIGER FOR PRESIDENT","http://docquery.fec.gov/cgi-bin/fecimg/?_201603169009769336+0","",NA,"MARCH MONTHLY","16-MAR-16","01-FEB-16","29-FEB-16",0,0
"200","C00580399","CHRIS CHRISTIE FOR PRESIDENT, INC.","http://docquery.fec.gov/cgi-bin/fecimg/?_201602229009618563+0","",NA,"MONTHLY YEAR END / SEMI-ANNUAL","22-FEB-16","01-OCT-15","31-DEC-15",0,23400
"201","C00580738","PATIENT'S RIGHT TO EXCELLENT MEDICINE","http://docquery.fec.gov/cgi-bin/fecimg/?_201602080300048716+0","",NA,"YEAR-END","08-FEB-16","01-JUL-15","31-DEC-15",0,31179
"202","C00575795","HILLARY FOR AMERICA","http://docquery.fec.gov/cgi-bin/fecimg/?_201601319005281848+0","NY",NA,"QUARTERLY YEAR END / SEMI-ANN","31-JAN-16","01-OCT-15","31-DEC-15",716981,2050443.16
"203","C00579458","JEB 2016, INC.","http://docquery.fec.gov/cgi-bin/fecimg/?_201601319005238003+0","",NA,"QUARTERLY YEAR END / SEMI-ANN","31-JAN-16","01-OCT-15","31-DEC-15",195795,406970
"204","C00458844","MARCO RUBIO FOR PRESIDENT","http://docquery.fec.gov/cgi-bin/fecimg/?_201601319005212590+0","",NA,"QUARTERLY YEAR END / SEMI-ANN","31-JAN-16","01-OCT-15","31-DEC-15",676129,1036622.5
"205","C00586537","HILLARY VICTORY FUND","http://docquery.fec.gov/cgi-bin/fecimg/?_201601319005281865+0","NY",NA,"QUARTERLY YEAR END / SEMI-ANN","31-JAN-16","01-OCT-15","31-DEC-15",236800,236800
"206","C00326801","TAMMY BALDWIN FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201602040200057204+0","",NA,"YEAR-END","29-JAN-16","01-OCT-15","31-DEC-15",0,NA
"207","C00574889","TAMMY FOR ILLINOIS","http://docquery.fec.gov/cgi-bin/fecimg/?_201602030200048512+0","IL",0,"YEAR-END","29-JAN-16","01-OCT-15","31-DEC-15",0,20846
"208","C00271338","AMERIPAC: THE FUND FOR A GREATER AMERICA","http://docquery.fec.gov/cgi-bin/fecimg/?_201601299004728447+0","",NA,"MONTHLY SEMI-ANNUAL (YE)","29-JAN-16","01-DEC-15","31-DEC-15",0,41450
"209","C00588772","MAGGIE FOR NH","http://docquery.fec.gov/cgi-bin/fecimg/?_201602010200023312+0","NH",0,"YEAR-END","29-JAN-16","05-OCT-15","31-DEC-15",21216,21216
"210","C00410803","WHITEHOUSE FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201602030200044169+0","RI",0,"YEAR-END","29-JAN-16","01-OCT-15","31-DEC-15",17850,18850
"211","C00042366","DSCC","http://docquery.fec.gov/cgi-bin/fecimg/?_201601290200006409+0","",NA,"YEAR-END","29-JAN-16","01-JUL-15","31-DEC-15",905432,905432
"212","C00540732","SCHATZ FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201602010200022639+0","HI",0,"YEAR-END","29-JAN-16","01-OCT-15","31-DEC-15",0,58510
"213","C00575548","CATHERINE CORTEZ MASTO FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201602020200036315+0","NV",0,"YEAR-END","29-JAN-16","01-OCT-15","31-DEC-15",44950,54870
"214","C00458398","BENNET FOR COLORADO","http://docquery.fec.gov/cgi-bin/fecimg/?_201602020200036447+0","CO",0,"YEAR-END","29-JAN-16","01-OCT-15","31-DEC-15",62935,70390
"215","C00578013","RUSS FOR WISCONSIN","http://docquery.fec.gov/cgi-bin/fecimg/?_201602030200051262+0","WI",0,"YEAR-END","29-JAN-16","01-OCT-15","31-DEC-15",137322,233865
"216","C00304709","ADAM SMITH FOR CONGRESS COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_201601299004767936+0","WA",9,"QUARTERLY YEAR END / SEMI-ANN","29-JAN-16","01-JUL-15","31-DEC-15",33900,33900
"217","C00000935","DCCC","http://docquery.fec.gov/cgi-bin/fecimg/?_201601219004560596+0","",NA,"MONTHLY SEMI-ANNUAL (YE)","21-JAN-16","01-DEC-15","31-DEC-15",0,29700
"218","C00592824","WOLFE FOR PRESIDENT","http://docquery.fec.gov/cgi-bin/fecimg/?_201512019004122615+0","",NA,"DECEMBER MONTHLY","01-DEC-15","26-NOV-15","30-NOV-15",0,0
"219","C00000935","DCCC","http://docquery.fec.gov/cgi-bin/fecimg/?_201511209003426350+0","",NA,"NOVEMBER MONTHLY","20-NOV-15","01-OCT-15","31-OCT-15",29700,0
"220","C00271338","AMERIPAC: THE FUND FOR A GREATER AMERICA","http://docquery.fec.gov/cgi-bin/fecimg/?_201510209003154478+0","",NA,"AUGUST MONTHLY","20-OCT-15","01-JUL-15","31-JUL-15",26950,0
"221","C00304709","ADAM SMITH FOR CONGRESS COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_201510159002918562+0","WA",9,"OCTOBER QUARTERLY","15-OCT-15","01-JUL-15","30-SEP-15",33900,0
"222","C00504688","OTERO FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_201510159002916688+0","",NA,"OCTOBER QUARTERLY","15-OCT-15","01-JUL-15","30-SEP-15",0,0
"223","C00326801","TAMMY BALDWIN FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201510210200307534+0","",NA,"OCTOBER QUARTERLY","15-OCT-15","01-JUL-15","30-SEP-15",0,NA
"224","C00575795","HILLARY FOR AMERICA","http://docquery.fec.gov/cgi-bin/fecimg/?_201510159003075838+0","NY",NA,"OCTOBER QUARTERLY","15-OCT-15","01-JUL-15","30-SEP-15",1099913,0
"225","C00580399","CHRIS CHRISTIE FOR PRESIDENT, INC.","http://docquery.fec.gov/cgi-bin/fecimg/?_201510159003074554+0","",NA,"OCTOBER QUARTERLY","15-OCT-15","01-JUL-15","30-SEP-15",23400,23400
"226","C00458844","MARCO RUBIO FOR PRESIDENT","http://docquery.fec.gov/cgi-bin/fecimg/?_201510159003053834+0","",NA,"OCTOBER QUARTERLY","15-OCT-15","01-JUL-15","30-SEP-15",365605,0
"227","C00578013","RUSS FOR WISCONSIN","http://docquery.fec.gov/cgi-bin/fecimg/?_201510210200302936+0","WI",0,"OCTOBER QUARTERLY","15-OCT-15","01-JUL-15","30-SEP-15",85067,0
"228","C00540732","SCHATZ FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201510160200258851+0","HI",0,"OCTOBER QUARTERLY","15-OCT-15","01-JUL-15","30-SEP-15",35715,0
"229","C00579458","JEB 2016, INC.","http://docquery.fec.gov/cgi-bin/fecimg/?_201510159003083509+0","",NA,"OCTOBER QUARTERLY","15-OCT-15","01-JUL-15","30-SEP-15",179525,0
"230","C00271338","AMERIPAC: THE FUND FOR A GREATER AMERICA","http://docquery.fec.gov/cgi-bin/fecimg/?_201508209000870809+0","",NA,"AUGUST MONTHLY","20-AUG-15","01-JUL-15","31-JUL-15",25250,0
"231","C00464297","FRIENDS OF KELLY AYOTTE INC","http://docquery.fec.gov/cgi-bin/fecimg/?_201508170200231635+0","NH",0,"JULY QUARTERLY","12-AUG-15","01-JAN-15","30-JUN-15",0,43200
"232","C00042366","DSCC","http://docquery.fec.gov/cgi-bin/fecimg/?_201508030200230711+0","",NA,"QUARTERLY MID-YEAR / SEMI-ANN","31-JUL-15","01-JAN-15","30-JUN-15",2099885,2099885
"233","C00578013","RUSS FOR WISCONSIN","http://docquery.fec.gov/cgi-bin/fecimg/?_201507200200206144+0","WI",0,"JULY QUARTERLY / SEMI-ANNUAL","15-JUL-15","01-JAN-15","30-JUN-15",35453,35453
"234","C00575795","HILLARY FOR AMERICA","http://docquery.fec.gov/cgi-bin/fecimg/?_201507159000221827+0","NY",NA,"JULY QUARTERLY / SEMI-ANNUAL","15-JUL-15","01-APR-15","30-JUN-15",2075344.6,2075344.6
"235","C00346312","FRIENDS OF SCHUMER","http://docquery.fec.gov/cgi-bin/fecimg/?_201507210200227729+0","NY",0,"JULY QUARTERLY / SEMI-ANNUAL","15-JUL-15","01-APR-15","30-JUN-15",240060,475357
"236","C00579458","JEB 2016, INC.","http://docquery.fec.gov/cgi-bin/fecimg/?_201507159000163851+0","",NA,"JULY QUARTERLY / SEMI-ANNUAL","15-JUL-15","01-APR-15","30-JUN-15",228400,228400
"237","C00540732","SCHATZ FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201507160200196256+0","HI",0,"JULY QUARTERLY / SEMI-ANNUAL","15-JUL-15","01-APR-15","30-JUN-15",29825,47225
"238","C00458844","MARCO RUBIO FOR PRESIDENT","http://docquery.fec.gov/cgi-bin/fecimg/?_201507159000235203+0","",NA,"JULY QUARTERLY / SEMI-ANNUAL","15-JUL-15","01-APR-15","30-JUN-15",133450,0
"239","C00326801","TAMMY BALDWIN FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201507200200209264+0","",NA,"JULY QUARTERLY / SEMI-ANNUAL","15-JUL-15","01-APR-15","30-JUN-15",0,NA
"240","C00000935","DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_201507109000078511+0","",NA,"QUARTERLY MID-YEAR / SEMI-ANN","10-JUL-15","01-JAN-15","30-JUN-15",30500,30500
"241","C00326801","TAMMY BALDWIN FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_15020154574+0","",NA,"APRIL QUARTERLY","15-APR-15","01-JAN-15","31-MAR-15",0,NA
"242","C00286187","THORNBERRY FOR CONGRESS COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_15970349116+0","",NA,"","15-APR-15","01-JAN-15","31-MAR-15",33150,0
"243","C00346312","FRIENDS OF SCHUMER","http://docquery.fec.gov/cgi-bin/fecimg/?_15020155002+0","NY",0,"APRIL QUARTERLY","15-APR-15","01-JAN-15","31-MAR-15",228297,0
"244","C00464297","FRIENDS OF KELLY AYOTTE INC","http://docquery.fec.gov/cgi-bin/fecimg/?_15020135399+0","NH",0,"APRIL QUARTERLY","15-APR-15","01-JAN-15","31-MAR-15",43200,0
"245","C00547083","ALISON FOR KENTUCKY","http://docquery.fec.gov/cgi-bin/fecimg/?_15020126647+0","KY",NA,"QUARTERLY YEAR END / SEMI-ANN","10-APR-15","01-OCT-14","31-DEC-14",27947,62461
"246","C00550434","BELLOWS FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_15020117079+0","ME",0,"QUARTERLY YEAR END / SEMI-ANN","13-MAR-15","25-NOV-14","31-DEC-14",0,25920
"247","C00569327","MEETING ROOM; THE","http://docquery.fec.gov/cgi-bin/fecimg/?_15031402400+0","",NA,"POST-GENERAL","09-MAR-15","07-OCT-14","24-NOV-14",NA,NA
"248","C00369033","TEXANS FOR SENATOR JOHN CORNYN INC","http://docquery.fec.gov/cgi-bin/fecimg/?_15020108848+0","TX",NA,"QUARTERLY YEAR END / SEMI-ANN","25-FEB-15","01-JUL-14","31-DEC-14",0,53000
"249","C00548354","MISSION: EQUALITY AND DEMOCRACY LLC","http://docquery.fec.gov/cgi-bin/fecimg/?_15031400972+0","",NA,"QUARTERLY YEAR END / SEMI-ANN","23-FEB-15","01-JUL-14","31-DEC-14",0,0
"250","C00331439","UDALL FOR COLORADO","http://docquery.fec.gov/cgi-bin/fecimg/?_15020107681+0","CO",0,"QUARTERLY YEAR END / SEMI-ANN","20-FEB-15","25-NOV-14","31-DEC-14",0,485754
"251","C00457622","HAGAN FOR US SENATE INC","http://docquery.fec.gov/cgi-bin/fecimg/?_15020090124+0","NC",0,"QUARTERLY YEAR END / SEMI-ANN","01-FEB-15","25-NOV-14","31-DEC-14",0,207181
"252","C00326801","TAMMY BALDWIN FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_15020081389+0","",NA,"QUARTERLY YEAR END / SEMI-ANN","31-JAN-15","01-OCT-14","31-DEC-14",0,NA
"253","C00204370","FRIENDS FOR HARRY REID","http://docquery.fec.gov/cgi-bin/fecimg/?_15020053429+0","NV",0,"QUARTERLY YEAR END / SEMI-ANN","30-JAN-15","01-OCT-14","31-DEC-14",0,34600
"254","C00437889","PETERS FOR MICHIGAN","http://docquery.fec.gov/cgi-bin/fecimg/?_15020052884+0","MI",0,"QUARTERLY YEAR END / SEMI-ANN","30-JAN-15","01-OCT-14","31-DEC-14",18080,194305
"255","C00540732","SCHATZ FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_15020052888+0","HI",0,"QUARTERLY YEAR END / SEMI-ANN","30-JAN-15","01-OCT-14","31-DEC-14",0,26351
"256","C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_15020045086+0","",NA,"QUARTERLY YEAR END / SEMI-ANN","30-JAN-15","25-NOV-14","31-DEC-14",0,1195358
"257","C00144154","INTERNATIONAL ASSOCIATION OF AMUSEMENT PARKS AND ATTRACTIONS PAC (IAAPA-PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?_15970167425+0","VA",NA,"PRE-GENERAL","30-JAN-15","01-OCT-14","15-OCT-14",0,0
