"","FILER_ID","FILER_NAME","FILER_.ADDRESS","FILER_.CITY","FILER_.STATE","FILER_.ZIP","AMENDMENT_IND","BEG_CVG_DT","END_CVG_DT","PUBLIC_DISTRIBUTION_DT","TOTAL_DONATIONS_THIS_STMT","TOTAL_DISBURSEMENTS_THIS_STMT","BEGIN_IMAGE_NUM","END_IMAGE_NUM","RECEIPT_DT"
"304","C30001564","WORKERS FOR A BETTER HAWAII","888 MILILANI STREET SUITE 601","HONOLULU","HI",96813,"N","10-MAY-10","18-MAY-10","10-MAY-10",0,31414,11972720160,11972720163,"13-DEC-11                                                                                                                                             "
"305","C30001655","CROSSROADS GRASSROOTS POLICY STRATEGIES","1401 NEW YORK AVENUE NW","WASHINGTON","DC",20005,"N","09-DEC-11","12-DEC-11","12-DEC-11",0,20245,11953212721,11953212724,"13-DEC-11                                                                                                                                     "
"306","C30001564","WORKERS FOR A BETTER HAWAII","888 MILILANI STREET SUITE 601","HONOLULU","HI",96813,"N","30-APR-10","09-MAY-10","01-MAY-10",1e+05,41885,11972712183,11972712187,"08-DEC-11                                                                                                                                        "
"307","C30001911","EMERGENCY COMMITTEE FOR ISRAEL","11 DUPONT CIRCLE NW SUITE 325","WASHINGTON","DC",20036,"N","12-SEP-11","12-SEP-11","12-SEP-11",0,27695,11932338078,11932338080,"13-SEP-11                                                                                                                                        "
"308","C30001101","US CHAMBER OF COMMERCE","1615 H STREET NW","WASHINGTON","DC",20062,"A","16-MAY-11","18-MAY-11","18-MAY-11",0,1e+05,11030610115,11030610119,"19-MAY-11                                                                                                                                                            "
"309","C30001101","US CHAMBER OF COMMERCE","1615 H STREET NW","WASHINGTON","DC",20062,"N","16-MAY-11","25-MAY-11","18-MAY-11",0,1e+05,11931481947,11931481949,"18-MAY-11                                                                                                                                                            "
"310","C30001648","AMERICAN ACTION NETWORK","1401 NEW YORK AVENUE NW STE 1200","WASHINGTON","DC",20005,"N","12-OCT-10","14-OCT-10","14-OCT-10",0,231000,11930583300,11930583302,"31-MAR-11                                                                                                                                           "
"311","C30001028","AMERICAN FUTURE FUND","4225 FLEUR DRIVE #142","DES MOINES","IA",50321,"A","27-SEP-10","12-OCT-10","08-OCT-10",0,146517,11930475018,11930475021,"11-MAR-11                                                                                                                                                         "
"312","C30001028","AMERICAN FUTURE FUND","4225 FLEUR DRIVE #142","DES MOINES","IA",50321,"A","09-AUG-10","24-AUG-10","12-AUG-10",0,50335,11030581612,11030581619,"04-MAR-11                                                                                                                                                          "
"313","C30001028","AMERICAN FUTURE FUND","4225 FLEUR DRIVE #142","DES MOINES","IA",50321,"A","27-SEP-10","12-OCT-10","29-SEP-10",0,215566,11930433238,11930433240,"03-MAR-11                                                                                                                                                         "
"314","C30000368","OCEAN CHAMPIONS VOTER FUND","202 SAN JOSE AVENUE","CAPITOLA","CA",95010,"A","28-SEP-10","30-SEP-10","30-SEP-10",150000,49867,11930427854,11930427857,"02-MAR-11                                                                                                                                                   "
"315","C30001812","COLORADO PROGRESSIVE ACTION","1029 SANTA FE DRIVE","DENVER","CO",80204,"A","01-OCT-10","11-NOV-10","23-OCT-10",60000,15000,11030580146,11030580151,"22-FEB-11                                                                                                                                                     "
"316","C30000160","CAMPAIGN MONEY WATCH","CAMPAIGN MONEY WATCH","WASHINGTON","DC",20036,"A","27-SEP-10","07-OCT-10","06-OCT-10",725000,730000,11930397005,11930397007,"18-FEB-11                                                                                                                                                     "
"317","C30000160","CAMPAIGN MONEY WATCH","CAMPAIGN MONEY WATCH","WASHINGTON","DC",20036,"A","14-OCT-10","17-OCT-10","16-OCT-10",0,375000,11930397063,11930397065,"18-FEB-11                                                                                                                                                          "
"318","C30000160","CAMPAIGN MONEY WATCH","CAMPAIGN MONEY WATCH","WASHINGTON","DC",20036,"A","01-JAN-09","26-SEP-10","26-SEP-10",50000,28718,11930397538,11930397541,"18-FEB-11                                                                                                                                                       "
"319","C30000160","CAMPAIGN MONEY WATCH","CAMPAIGN MONEY WATCH","WASHINGTON","DC",20036,"A","08-OCT-10","13-OCT-10","08-OCT-10",350000,41000,11930397306,11930397309,"18-FEB-11                                                                                                                                                      "
"320","C30001903","AMERICANS FOR COMMON SENSE SOLUTIONS","170 WESTMINSTER STREET","PROVIDENCE","RI",2903,"N","03-SEP-10","20-SEP-10","03-SEP-10",15000,13639,11930384460,11930384465,"15-FEB-11                                                                                                                                     "
"321","C30001903","AMERICANS FOR COMMON SENSE SOLUTIONS","170 WESTMINSTER STREET","PROVIDENCE","RI",2903,"N","26-OCT-10","02-NOV-10","26-OCT-10",75000,28771,11930384952,11930384958,"15-FEB-11                                                                                                                                     "
"322","C30001903","AMERICANS FOR COMMON SENSE SOLUTIONS","170 WESTMINSTER STREET","PROVIDENCE","RI",2903,"N","07-OCT-10","01-NOV-10","08-OCT-10",25000,30924,11930384946,11930384951,"15-FEB-11                                                                                                                                     "
"323","C30001903","AMERICANS FOR COMMON SENSE SOLUTIONS","170 WESTMINSTER STREET","PROVIDENCE","RI",2903,"N","20-OCT-10","01-NOV-10","21-OCT-10",50000,38989,11930384467,11930384472,"15-FEB-11                                                                                                                                     "
"324","C30001903","AMERICANS FOR COMMON SENSE SOLUTIONS","170 WESTMINSTER STREET","PROVIDENCE","RI",2903,"N","19-OCT-10","02-NOV-10","21-OCT-10",0,9112,11930384941,11930384945,"15-FEB-11                                                                                                                                          "
"325","C30001853","AMERICANS UNITED FOR SAFE STREETS","1401 EYE ST. NW","WASHINGTON","DC",20005,"A","29-OCT-10","01-NOV-10","01-NOV-10",100572.4,100572,11930330910,11930330913,"04-FEB-11                                                                                                                                           "
"326","C30001754","WOMEN'S VOICES WOMEN VOTE ACTION FUND","1640 RHODE ISLAND AVE. NW","WASHINGTON","DC",20036,"A","20-OCT-10","20-OCT-10","20-OCT-10",0,723466,11930329133,11930329135,"03-FEB-11                                                                                                                                    "
"327","C30001770","CARE MEMBERSHIP ORGANIZATION","5400 N. WASHINGTON","DENVER","CO",80216,"A","15-OCT-10","18-OCT-10","18-OCT-10",0,11870,11930328043,11930328044,"03-FEB-11                                                                                                                                                         "
"328","C30001861","SET IT STRAIGHT","5160 HEARTHSTONE LANE","COLORADO SPRINGS","CO",80919,"A","21-OCT-10","27-OCT-10","26-OCT-10",5000,5000,11030562522,11030562529,"02-FEB-11                                                                                                                                                       "
"329","C30001861","SET IT STRAIGHT","5160 HEARTHSTONE LANE","COLORADO SPRINGS","CO",80919,"A","27-OCT-10","03-NOV-10","29-OCT-10",2000,2000,11030562513,11030562520,"02-FEB-11                                                                                                                                                       "
"330","C30000921","SUSAN B ANTHONY LIST INC","1707 L STREET NW","WASHINGTON","DC",20036,"A","06-APR-10","09-APR-10","06-APR-10",0,23524,11930322571,11930322572,"01-FEB-11                                                                                                                                                           "
"331","C30001770","CARE MEMBERSHIP ORGANIZATION","5400 N. WASHINGTON","DENVER","CO",80216,"A","15-OCT-10","18-OCT-10","18-OCT-10",0,11870,11930322620,11930322621,"01-FEB-11                                                                                                                                                         "
"332","C30001804","WEST VIRGINIANS FOR LIFE INC.","25 CANYON RD","MORGANTOWN","WV",26508,"A","19-OCT-10","28-OCT-10","19-OCT-10",NA,10757,11030534695,11030534703,"11-JAN-11                                                                                                                                                           "
"333","C30001648","AMERICAN ACTION NETWORK","1401 NEW YORK AVENUE NW STE 1200","WASHINGTON","DC",20005,"A","20-AUG-10","24-AUG-10","23-AUG-10",0,499895,10030523721,10030523725,"20-DEC-10                                                                                                                                           "
"334","C30001648","AMERICAN ACTION NETWORK","1401 NEW YORK AVENUE NW STE 1200","WASHINGTON","DC",20005,"A","30-SEP-10","01-OCT-10","30-SEP-10",0,290395,10932121744,10932121746,"20-DEC-10                                                                                                                                           "
"335","C30001861","SET IT STRAIGHT","5160 HEARTHSTONE LANE","COLORADO SPRINGS","CO",80919,"N","27-OCT-10","03-NOV-10","29-OCT-10",2000,2000,10931835823,10931835825,"29-NOV-10                                                                                                                                                       "
"336","C30001861","SET IT STRAIGHT","5160 HEARTHSTONE LANE","COLORADO SPRINGS","CO",80919,"N","27-OCT-10","03-NOV-10","29-OCT-10",2000,2000,10931819249,10931819251,"19-NOV-10                                                                                                                                                       "
"337","C30001853","AMERICANS UNITED FOR SAFE STREETS","1440 NEW YORK AVENUE NW","WASHINGTON","DC",20005,"N","29-OCT-10","01-NOV-10","01-NOV-10",100572.4,100572,10931780391,10931780394,"02-NOV-10                                                                                                                                   "
"338","C30001184","","PO BOX 33524","WASHINGTON","DC",20033,"N","29-OCT-10","01-NOV-10","31-OCT-10",5557.32,5557,10931780351,10931780354,"01-NOV-10                                                                                                                                                                                  "
"339","C30001887","MICHIGAN CITIZENS FOR FISCAL RESPONSIBILITY","1700 E BELTLINE NW. STE 200","GRAND RAPIDS","MI",49525,"N","31-OCT-10","01-NOV-10","31-OCT-10",0,29000,10931777287,10931777289,"01-NOV-10                                                                                                                           "
"340","C30001887","MICHIGAN CITIZENS FOR FISCAL RESPONSIBILITY","1700 E BELTLINE NW. STE 200","GRAND RAPIDS","MI",49525,"N","31-OCT-10","01-NOV-10","31-OCT-10",0,62500,10931777362,10931777364,"01-NOV-10                                                                                                                           "
"341","C30001887","MICHIGAN CITIZENS FOR FISCAL RESPONSIBILITY","1700 E BELTLINE NW. STE 200","GRAND RAPIDS","MI",49525,"N","31-OCT-10","01-NOV-10","31-OCT-10",0,33500,10931777284,10931777286,"01-NOV-10                                                                                                                           "
"342","C30001895","COOK INLET SPORTFISHING CAUCUS","6622 LAKEWAY DR.","ANCHORAGE","AK",99502,"N","29-OCT-10","01-NOV-10","31-OCT-10",24990.31,24990,10931780053,10931780056,"01-NOV-10                                                                                                                                               "
"343","C30001721","WEST VIRGINIA CONSERVATIVE FOUNDATION INC.","PO BOX 11572","CHARLESTON","WV",25339,"N","30-OCT-10","31-OCT-10","31-OCT-10",0,17500,10931778138,10931778140,"31-OCT-10                                                                                                                                             "
"344","C30001051","AMERICANS FOR PROSPERITY","2111 WILSON BLVD SUITE 350","ARLINGTON","VA",22201,"N","27-OCT-10","28-OCT-10","28-OCT-10",0,35235,10931775064,10931775066,"29-OCT-10                                                                                                                                                  "
"345","C30001754","WOMEN'S VOICES WOMEN VOTE ACTION FUND","1640 RHODE ISLAND AVE. NW","WASHINGTON","DC",20036,"N","20-OCT-10","28-OCT-10","28-OCT-10",0,55009,10931775014,10931775017,"29-OCT-10                                                                                                                                     "
"346","C30001879","HISPANIC LEADERSHIP FUND","PO BOX 23162","ALEXANDRIA","VA",22304,"N","27-OCT-10","01-NOV-10","29-OCT-10",0,1e+05,10931775048,10931775050,"29-OCT-10                                                                                                                                                              "
"347","C30001051","AMERICANS FOR PROSPERITY","2111 WILSON BLVD SUITE 350","ARLINGTON","VA",22201,"N","22-OCT-10","27-OCT-10","27-OCT-10",0,20890,10931773431,10931773433,"28-OCT-10                                                                                                                                                  "
"348","C30001648","AMERICAN ACTION NETWORK","1401 NEW YORK AVENUE NW STE 1200","WASHINGTON","DC",20005,"N","12-OCT-10","28-OCT-10","28-OCT-10",0,123150,10931772422,10931772424,"28-OCT-10                                                                                                                                           "
"349","C30001648","AMERICAN ACTION NETWORK","1401 NEW YORK AVENUE NW STE 1200","WASHINGTON","DC",20005,"N","12-OCT-10","28-OCT-10","28-OCT-10",0,149700,10931772232,10931772234,"28-OCT-10                                                                                                                                           "
"350","C30001648","AMERICAN ACTION NETWORK","1401 NEW YORK AVENUE NW STE 1200","WASHINGTON","DC",20005,"N","12-OCT-10","28-OCT-10","28-OCT-10",0,146135,10931772043,10931772045,"28-OCT-10                                                                                                                                           "
"351","C30001648","AMERICAN ACTION NETWORK","1401 NEW YORK AVENUE NW STE 1200","WASHINGTON","DC",20005,"N","12-OCT-10","28-OCT-10","28-OCT-10",0,99975,10931772480,10931772482,"28-OCT-10                                                                                                                                            "
"352","C30001648","AMERICAN ACTION NETWORK","1401 NEW YORK AVENUE NW STE 1200","WASHINGTON","DC",20005,"N","12-OCT-10","28-OCT-10","28-OCT-10",0,950000,10931772435,10931772437,"28-OCT-10                                                                                                                                           "
"353","C30001648","AMERICAN ACTION NETWORK","1401 NEW YORK AVENUE NW STE 1200","WASHINGTON","DC",20005,"N","12-OCT-10","28-OCT-10","28-OCT-10",0,177310,10931772430,10931772432,"28-OCT-10                                                                                                                                           "
"354","C30001648","AMERICAN ACTION NETWORK","1401 NEW YORK AVENUE NW STE 1200","WASHINGTON","DC",20005,"N","12-OCT-10","28-OCT-10","28-OCT-10",0,449730,10931772222,10931772224,"28-OCT-10                                                                                                                                           "
"355","C30001028","AMERICAN FUTURE FUND","4225 FLEUR DRIVE #142","DES MOINES","IA",50321,"A","26-OCT-10","28-OCT-10","26-OCT-10",0,62200,10931768287,10931768289,"27-OCT-10                                                                                                                                                          "
"356","C30001101","US CHAMBER OF COMMERCE","1615 H STREET NW","WASHINGTON","DC",20062,"N","27-OCT-10","28-OCT-10","28-OCT-10",0,132000,10931768821,10931768823,"27-OCT-10                                                                                                                                                            "
"357","C30001101","US CHAMBER OF COMMERCE","1615 H STREET NW","WASHINGTON","DC",20062,"N","26-OCT-10","27-OCT-10","27-OCT-10",0,140000,10931766676,10931766678,"27-OCT-10                                                                                                                                                            "
"358","C30001648","AMERICAN ACTION NETWORK","1401 NEW YORK AVENUE NW STE 1200","WASHINGTON","DC",20005,"N","12-OCT-10","26-OCT-10","26-OCT-10",0,14750,10931768107,10931768109,"27-OCT-10                                                                                                                                            "
"359","C30001705","PATRIOT MAJORITY USA FUND","300 M STREET SE","WASHINGTON","DC",20003,"N","22-SEP-10","26-OCT-10","26-OCT-10",605000,254500,10931768516,10931768519,"27-OCT-10                                                                                                                                                     "
"360","C30001846","ENTERPRISE FREEDOM ACTION COMMITTEE","1090 VERMONT AVENUE NW","WASHINGTON","DC",20005,"N","22-OCT-10","26-OCT-10","26-OCT-10",0,75488,10931767046,10931767052,"27-OCT-10                                                                                                                                          "
"361","C30001853","AMERICANS UNITED FOR SAFE STREETS","1440 NEW YORK AVENUE NW","WASHINGTON","DC",20005,"N","25-OCT-10","26-OCT-10","26-OCT-10",153173.14,153173,10931768512,10931768515,"27-OCT-10                                                                                                                                  "
"362","C30001861","SET IT STRAIGHT","5160 HEATHSTONE LANE","COLORADO SPRINGS","CO",80919,"N","21-OCT-10","27-OCT-10","26-OCT-10",10000,10000,10931769678,10931769680,"27-OCT-10                                                                                                                                                      "
"363","C30001028","AMERICAN FUTURE FUND","4225 FLEUR DRIVE #142","DES MOINES","IA",50321,"N","26-OCT-10","28-OCT-10","26-OCT-10",0,22250,10931765160,10931765161,"26-OCT-10                                                                                                                                                          "
"364","C30001051","AMERICANS FOR PROSPERITY","2111 WILSON BLVD SUITE 350","ARLINGTON","VA",22201,"N","21-OCT-10","25-OCT-10","25-OCT-10",0,148140,10931766665,10931766670,"26-OCT-10                                                                                                                                                 "
"365","C30001838","FAITH & FREEDOM COALITION","3175 SATELLITE BLVD","DULUTH","GA",30096,"N","25-OCT-10","01-NOV-10","25-OCT-10",0,209988,10931763831,10931763836,"26-OCT-10                                                                                                                                                          "
"366","C30001770","CARE MEMBERSHIP ORGANIZATION","5400 N. WASHINGTON","DENVER","CO",80216,"A","15-OCT-10","18-OCT-10","18-OCT-10",0,11870,10931761673,10931761674,"25-OCT-10                                                                                                                                                         "
"367","C30001812","COLORADO PROGRESSIVE ACTION","1029 SANTA FE DRIVE","DENVER","CO",80204,"N","01-SEP-10","02-NOV-10","23-OCT-10",60000,15000,10931761575,10931761578,"25-OCT-10                                                                                                                                                     "
"368","C30001820","MI FAMILIA VOTA CIVIC PARTICIPATION CAMPAIGN","2525 W. ALAMEDA AVE.","DENVER","CO",80219,"N","23-OCT-10","03-NOV-10","23-OCT-10",87350.28,10000,10931761737,10931761739,"25-OCT-10                                                                                                                                "
"369","C30001747","CENTER FOR INDIVIDUAL FREEDOM","917-B KING STREET","ALEXANDRIA","VA",22314,"N","21-OCT-10","23-OCT-10","23-OCT-10",0,294601,10931761164,10931761168,"24-OCT-10                                                                                                                                                    "
"370","C30001028","AMERICAN FUTURE FUND","4225 FLEUR DRIVE #142","DES MOINES","IA",50321,"A","27-SEP-10","12-OCT-10","08-OCT-10",0,146517,10931760097,10931760099,"23-OCT-10                                                                                                                                                         "
"371","C30001051","AMERICANS FOR PROSPERITY","2111 WILSON BLVD SUITE 350","ARLINGTON","VA",22201,"N","20-OCT-10","22-OCT-10","22-OCT-10",0,24169,10931761161,10931761163,"23-OCT-10                                                                                                                                                  "
"372","C30001648","AMERICAN ACTION NETWORK","1401 NEW YORK AVENUE NW STE 1200","WASHINGTON","DC",20005,"N","12-OCT-10","22-OCT-10","22-OCT-10",0,231000,10931759105,10931759107,"22-OCT-10                                                                                                                                           "
"373","C30001648","AMERICAN ACTION NETWORK","1401 NEW YORK AVENUE NW STE 1200","WASHINGTON","DC",20005,"N","12-OCT-10","22-OCT-10","22-OCT-10",0,225000,10931759124,10931759126,"22-OCT-10                                                                                                                                           "
"374","C30001648","AMERICAN ACTION NETWORK","1401 NEW YORK AVENUE NW STE 1200","WASHINGTON","DC",20005,"N","12-OCT-10","22-OCT-10","22-OCT-10",0,379000,10931759130,10931759132,"22-OCT-10                                                                                                                                           "
"375","C30001648","AMERICAN ACTION NETWORK","1401 NEW YORK AVENUE NW STE 1200","WASHINGTON","DC",20005,"N","12-OCT-10","22-OCT-10","22-OCT-10",0,725000,10931759181,10931759183,"22-OCT-10                                                                                                                                           "
"376","C30001648","AMERICAN ACTION NETWORK","1401 NEW YORK AVENUE NW STE 1200","WASHINGTON","DC",20005,"N","12-OCT-10","22-OCT-10","22-OCT-10",0,435000,10931758769,10931758771,"22-OCT-10                                                                                                                                           "
"377","C30001648","AMERICAN ACTION NETWORK","1401 NEW YORK AVENUE NW STE 1200","WASHINGTON","DC",20005,"N","12-OCT-10","21-OCT-10","21-OCT-10",0,390000,10931758764,10931758766,"22-OCT-10                                                                                                                                           "
"378","C30001648","AMERICAN ACTION NETWORK","1401 NEW YORK AVENUE NW STE 1200","WASHINGTON","DC",20005,"N","12-OCT-10","21-OCT-10","21-OCT-10",0,49000,10931758623,10931758625,"22-OCT-10                                                                                                                                            "
"379","C30001648","AMERICAN ACTION NETWORK","1401 NEW YORK AVENUE NW STE 1200","WASHINGTON","DC",20005,"N","12-OCT-10","21-OCT-10","21-OCT-10",0,130000,10931758584,10931758586,"22-OCT-10                                                                                                                                           "
"380","C30001648","AMERICAN ACTION NETWORK","1401 NEW YORK AVENUE NW STE 1200","WASHINGTON","DC",20005,"N","12-OCT-10","21-OCT-10","21-OCT-10",0,275000,10931758557,10931758559,"22-OCT-10                                                                                                                                           "
"381","C30001648","AMERICAN ACTION NETWORK","1401 NEW YORK AVENUE NW STE 1200","WASHINGTON","DC",20005,"N","12-OCT-10","21-OCT-10","21-OCT-10",0,199000,10931758431,10931758433,"22-OCT-10                                                                                                                                           "
"382","C30001648","AMERICAN ACTION NETWORK","1401 NEW YORK AVENUE NW STE 1200","WASHINGTON","DC",20005,"N","12-OCT-10","22-OCT-10","22-OCT-10",0,505000,10931759187,10931759189,"22-OCT-10                                                                                                                                           "
"383","C30001721","WEST VIRGINIA CONSERVATIVE FOUNDATION INC.","P.O. BOX 11572","CHARLESTON","WV",25339,"N","18-OCT-10","22-OCT-10","22-OCT-10",0,328870,10931758562,10931758565,"22-OCT-10                                                                                                                                          "
"384","C30001101","US CHAMBER OF COMMERCE","1615 H STREET N.W.","WASHINGTON","DC",20062,"N","18-OCT-10","22-OCT-10","22-OCT-10",0,204000,10931752865,10931752867,"21-OCT-10                                                                                                                                                          "
"385","C30001101","US CHAMBER OF COMMERCE","1615 H STREET N.W.","WASHINGTON","DC",20062,"N","18-OCT-10","21-OCT-10","21-OCT-10",0,793525,10931752862,10931752864,"21-OCT-10                                                                                                                                                          "
"386","C30001135","AMERICANS FOR JOB SECURITY","107 SOUTH WEST STREET PMB 551","ALEXANDRIA","VA",22314,"N","20-OCT-10","21-OCT-10","20-OCT-10",0,980256,10931695957,10931695959,"21-OCT-10                                                                                                                                           "
"387","C30001754","WOMEN'S VOICES WOMEN VOTE ACTION FUND","1640 RHODE ISLAND AVE. NW","WASHINGTON","DC",20036,"N","20-OCT-10","20-OCT-10","20-OCT-10",0,723466,10931736981,10931736983,"21-OCT-10                                                                                                                                    "
"388","C30001028","AMERICAN FUTURE FUND","4225 FLEUR DRIVE #142","DES MOINES","IA",50321,"A","27-SEP-10","12-OCT-10","08-OCT-10",0,282731,10931620685,10931620687,"20-OCT-10                                                                                                                                                         "
"389","C30001051","AMERICANS FOR PROSPERITY","2111 WILSON BLVD SUITE 350","ARLINGTON","VA",22201,"N","15-OCT-10","19-OCT-10","19-OCT-10",0,206960,10931703495,10931703499,"20-OCT-10                                                                                                                                                 "
"390","C30001101","US CHAMBER OF COMMERCE","1615 H STREET N.W.","WASHINGTON","DC",20062,"N","15-OCT-10","19-OCT-10","19-OCT-10",0,1182856,10931698575,10931698577,"20-OCT-10                                                                                                                                                         "
"391","C30001101","US CHAMBER OF COMMERCE","1615 H STREET N.W.","WASHINGTON","DC",20062,"N","15-OCT-10","20-OCT-10","20-OCT-10",0,161907,10931698442,10931698444,"20-OCT-10                                                                                                                                                          "
"392","C30001101","US CHAMBER OF COMMERCE","1615 H STREET N.W.","WASHINGTON","DC",20062,"N","15-OCT-10","20-OCT-10","20-OCT-10",0,181945,10931698439,10931698441,"20-OCT-10                                                                                                                                                          "
"393","C30001101","US CHAMBER OF COMMERCE","1615 H STREET N.W.","WASHINGTON","DC",20062,"N","15-OCT-10","20-OCT-10","",0,197214,10931698430,10931698432,"20-OCT-10                                                                                                                                                                   "
"394","C30001101","US CHAMBER OF COMMERCE","1615 H STREET N.W.","WASHINGTON","DC",20062,"N","15-OCT-10","20-OCT-10","20-OCT-10",0,25712,10931698420,10931698422,"20-OCT-10                                                                                                                                                           "
"395","C30001101","US CHAMBER OF COMMERCE","1615 H STREET N.W.","WASHINGTON","DC",20062,"N","15-OCT-10","20-OCT-10","20-OCT-10",0,206572,10931698417,10931698419,"20-OCT-10                                                                                                                                                          "
"396","C30001101","US CHAMBER OF COMMERCE","1615 H STREET N.W.","WASHINGTON","DC",20062,"N","15-OCT-10","20-OCT-10","20-OCT-10",0,192206,10931698378,10931698380,"20-OCT-10                                                                                                                                                          "
"397","C30001101","US CHAMBER OF COMMERCE","1615 H STREET N.W.","WASHINGTON","DC",20062,"N","15-OCT-10","20-OCT-10","20-OCT-10",0,172284,10931698375,10931698377,"20-OCT-10                                                                                                                                                          "
"398","C30001101","US CHAMBER OF COMMERCE","1615 H STREET N.W.","WASHINGTON","DC",20062,"N","15-OCT-10","20-OCT-10","20-OCT-10",0,160064,10931698372,10931698374,"20-OCT-10                                                                                                                                                          "
"399","C30001101","US CHAMBER OF COMMERCE","1615 H STREET N.W.","WASHINGTON","DC",20062,"N","15-OCT-10","20-OCT-10","20-OCT-10",0,165036,10931698297,10931698299,"20-OCT-10                                                                                                                                                          "
"400","C30001101","US CHAMBER OF COMMERCE","1615 H STREET N.W.","WASHINGTON","DC",20062,"N","15-OCT-10","20-OCT-10","20-OCT-10",0,248240,10931698294,10931698296,"20-OCT-10                                                                                                                                                          "
"401","C30001101","US CHAMBER OF COMMERCE","1615 H STREET N.W.","WASHINGTON","DC",20062,"N","15-OCT-10","20-OCT-10","20-OCT-10",0,38745,10931698291,10931698293,"20-OCT-10                                                                                                                                                           "
"402","C30001101","US CHAMBER OF COMMERCE","1615 H STREET N.W.","WASHINGTON","DC",20062,"N","15-OCT-10","20-OCT-10","20-OCT-10",0,180000,10931698199,10931698201,"20-OCT-10                                                                                                                                                          "
"403","C30001101","US CHAMBER OF COMMERCE","1615 H STREET N.W.","WASHINGTON","DC",20062,"N","15-OCT-10","20-OCT-10","20-OCT-10",0,152916,10931698191,10931698193,"20-OCT-10                                                                                                                                                          "
"404","C30001101","US CHAMBER OF COMMERCE","1615 H STREET N.W.","WASHINGTON","DC",20062,"N","15-OCT-10","20-OCT-10","20-OCT-10",0,161215,10931698188,10931698190,"20-OCT-10                                                                                                                                                          "
"405","C30001101","US CHAMBER OF COMMERCE","1615 H STREEET N.W.","WASHINGTON","DC",20062,"N","15-OCT-10","20-OCT-10","20-OCT-10",0,754010,10931698129,10931698131,"20-OCT-10                                                                                                                                                         "
"406","C30001101","US CHAMBER OF COMMERCE","1615 H STREET N.W.","WASHINGTON","DC",20062,"N","18-OCT-10","20-OCT-10","20-OCT-10",0,149540,10931625866,10931625868,"20-OCT-10                                                                                                                                                          "
"407","C30001101","US CHAMBER OF COMMERCE","1615 H STREET NW","WASHINGTON","DC",20062,"N","18-OCT-10","20-OCT-10","20-OCT-10",0,149870,10931625847,10931625849,"20-OCT-10                                                                                                                                                            "
"408","C30001101","US CHAMBER OF COMMERCE","1615 H STREET N.W.","WASHINGTON","DC",20062,"N","18-OCT-10","20-OCT-10","20-OCT-10",0,149380,10931625836,10931625838,"20-OCT-10                                                                                                                                                          "
"409","C30001101","US CHAMBER OF COMMERCE","1615 H STREET N.W.","WASHINGTON","DC",20062,"N","18-OCT-10","20-OCT-10","20-OCT-10",0,148640,10931624928,10931624930,"20-OCT-10                                                                                                                                                          "
"410","C30001101","US CHAMBER OF COMMERCE","1615 H STREET N.W.","WASHINGTON","DC",20062,"N","18-OCT-10","20-OCT-10","20-OCT-10",0,149995,10931624906,10931624908,"20-OCT-10                                                                                                                                                          "
"411","C30001101","US CHAMBER OF COMMERCE","1615 H STREET N.W.","WASHINGTON","DC",20062,"N","18-OCT-10","20-OCT-10","20-OCT-10",0,149865,10931624881,10931624883,"20-OCT-10                                                                                                                                                          "
"412","C30001101","US CHAMBER OF COMMERCE","1615 H STREET N.W.","WASHINGTON","DC",20062,"N","18-OCT-10","20-OCT-10","20-OCT-10",0,146680,10931624878,10931624880,"20-OCT-10                                                                                                                                                          "
"413","C30001101","US CHAMBER OF COMMERCE","1615 H STREET N.W.","WASHINGTON","DC",20062,"N","18-OCT-10","20-OCT-10","20-OCT-10",0,499560,10931624588,10931624590,"20-OCT-10                                                                                                                                                          "
"414","C30001101","US CHAMBER OF COMMERCE","1615 H STREET N.W.","WASHINGTON","DC",20062,"N","18-OCT-10","20-OCT-10","20-OCT-10",0,499800,10931624389,10931624391,"20-OCT-10                                                                                                                                                          "
"415","C30001101","US CHAMBER OF COMMERCE","1615 H STREET N.W.","WASHINGTON","DC",20062,"N","15-OCT-10","20-OCT-10","20-OCT-10",0,89418,10931620515,10931620517,"20-OCT-10                                                                                                                                                           "
"416","C30001101","US CHAMBER OF COMMERCE","1615 H STREET N.W.","WASHINGTON","DC",20062,"N","15-OCT-10","20-OCT-10","20-OCT-10",0,245763,10931620477,10931620479,"20-OCT-10                                                                                                                                                          "
"417","C30001101","US CHAMBER OF COMMERCE","1615 H STREET N.W.","WASHINGTON","DC",20062,"N","15-OCT-10","20-OCT-10","20-OCT-10",0,170000,10931620106,10931620108,"20-OCT-10                                                                                                                                                          "
"418","C30001101","US CHAMBER OF COMMERCE","1615 H STREET N.W.","WASHINGTON","DC",20062,"N","15-OCT-10","20-OCT-10","20-OCT-10",0,16170,10931620097,10931620099,"20-OCT-10                                                                                                                                                           "
"419","C30001101","US CHAMBER OF COMMERCE","1615 H STREET N.W.","WASHINGTON","DC",20062,"N","15-OCT-10","20-OCT-10","20-OCT-10",0,92490,10931619717,10931619719,"20-OCT-10                                                                                                                                                           "
"420","C30001101","US CHAMBER OF COMMERCE","1615 H STREET N.W.","WASHINGTON","DC",20062,"N","15-OCT-10","18-OCT-10","18-OCT-10",0,99952,10931593206,10931593208,"20-OCT-10                                                                                                                                                           "
