"","Link_Image","Committee_Name","Committee_Id","Date_Filed","Is_Lobbyist"
"479","http://docquery.fec.gov/cgi-bin/fecimg/?_201711039084023651+0","GEORGIA POWER COMPANY FEDERAL PAC","C00119776","03-NOV-17","Y"
"480","http://docquery.fec.gov/cgi-bin/fecimg/?_201711039086608242+0","HANGER INC. PAC","C00430397","03-NOV-17",""
"481","http://docquery.fec.gov/cgi-bin/fecimg/?_201711039084023751+0","NATIONAL CORN GROWERS ASSOCIATION PAC (CORNPAC)","C00376343","03-NOV-17","Y"
"482","http://docquery.fec.gov/cgi-bin/fecimg/?_201711029084023393+0","INTERNATIONAL ASSOCIATION OF AMUSEMENT PARKS AND ATTRACTIONS PAC (IAAPA-PAC)","C00144154","02-NOV-17","Y"
"483","http://docquery.fec.gov/cgi-bin/fecimg/?_201711019082353143+0","CSL EMPLOYEES POLITICAL ACTION COMMITTEE","C00422501","01-NOV-17","Y"
"484","http://docquery.fec.gov/cgi-bin/fecimg/?_201710319076684682+0","AMERICAN COMMERCIAL BARGE LINE PAC","C00418269","31-OCT-17","Y"
"485","http://docquery.fec.gov/cgi-bin/fecimg/?_201710319076684831+0","THE CENTER FOR INTERNATIONAL EDUCATION, INC POLITICAL ACTION COMMITTEE","C00659508","31-OCT-17","Y"
"486","http://docquery.fec.gov/cgi-bin/fecimg/?_201710279076680452+0","THE KRAFT HEINZ COMPANY POLITICAL ACTION COMMITTEE (KRAFTHEINZPAC)","C00077701","27-OCT-17","Y"
"487","http://docquery.fec.gov/cgi-bin/fecimg/?_201710279076682596+0","NATIONAL ASSOCIATION OF RETAIL COLLECTION ATTORNEYS PACCA (PAC OF COLLECTION ATTORNEYS)","C00491589","27-OCT-17","Y"
"488","http://docquery.fec.gov/cgi-bin/fecimg/?_201710269076679483+0","AMERICAN HEALTH CARE ASSOCIATION POLITICAL ACTION COMMITTEE","C00006080","26-OCT-17","Y"
"489","http://docquery.fec.gov/cgi-bin/fecimg/?_201710269076678615+0","HSBC NORTH AMERICA FEDERAL, STATE AND LOCAL POLITICAL ACTION COMMITTEE (HSBC COMBINED PAC)","C00033423","26-OCT-17","Y"
"490","http://docquery.fec.gov/cgi-bin/fecimg/?_201710269076675356+0","MCGUIREWOODS FEDERAL PAC","C00225342","26-OCT-17","Y"
"491","http://docquery.fec.gov/cgi-bin/fecimg/?_201710300300179771+0","MINNESOTA FARM BUREAU FEDERATION POLITICAL ACTION COMMITTEE","C00417675","25-OCT-17",""
"492","http://docquery.fec.gov/cgi-bin/fecimg/?_201710259076675095+0","STRUCTURED FINANCE COALITION, INC. POLITICAL ACTION COMMITTEE (STRUCTURED FINANCE PAC)","C00633354","25-OCT-17","Y"
"493","http://docquery.fec.gov/cgi-bin/fecimg/?_201710259076675191+0","TRAVELPORT INC. PAC","C00425603","25-OCT-17","Y"
"494","http://docquery.fec.gov/cgi-bin/fecimg/?_201710249076673256+0","CBOE GLOBAL MARKETS, INC. PAC (CBOE PAC)","C00100693","24-OCT-17","Y"
"495","http://docquery.fec.gov/cgi-bin/fecimg/?_201710209075830333+0","JACKSON HOLDINGS LLC AND JACKSON NATIONAL LIFE INSURANCE COMPANY SEPARATE SEGREGATED FUND (JACKSON NATIONAL PAC)","C00254953","20-OCT-17","Y"
"496","http://docquery.fec.gov/cgi-bin/fecimg/?_201710209075861425+0","UNITEDHEALTH GROUP INCORPORATED PAC (UNITEDHEALTH GROUP PAC)","C00274431","20-OCT-17","Y"
"497","http://docquery.fec.gov/cgi-bin/fecimg/?_201710209075909791+0","VAN SCOYOC ASSOCIATES, INC. PAC","C00369058","20-OCT-17","Y"
"498","http://docquery.fec.gov/cgi-bin/fecimg/?_201710199075805184+0","JACKSON HOLDINGS LLC AND JACKSON NATIONAL LIFE INSURANCE COMPANY SEPARATE SEGREGATED FUND (JACKSON NATIONAL PAC)","C00254953","19-OCT-17","Y"
"499","http://docquery.fec.gov/cgi-bin/fecimg/?_201710199075808050+0","THE NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION ACTION COMMITTEE FOR RURAL ELECTRIFICATION (ACRE)","C00002972","19-OCT-17","Y"
"500","http://docquery.fec.gov/cgi-bin/fecimg/?_201710179075775844+0","TEXAS RETAILERS ASSOCIATION FEDERAL PAC","C00658294","17-OCT-17","Y"
"501","http://docquery.fec.gov/cgi-bin/fecimg/?_201710169075766831+0","AMERICAN SOCIETY OF PLASTIC SURGEONS PLASTYPAC","C00249342","16-OCT-17","Y"
"502","http://docquery.fec.gov/cgi-bin/fecimg/?_201710169075764366+0","JACKSON HOLDINGS LLC AND JACKSON NATIONAL LIFE INSURANCE COMPANY SEPARATE SEGREGATED FUND (JACKSON NATIONAL PAC)","C00254953","16-OCT-17","Y"
"503","http://docquery.fec.gov/cgi-bin/fecimg/?_201710169075765568+0","RESCARE, INC. ADVOCACY FUND","C00344663","16-OCT-17","Y"
"504","http://docquery.fec.gov/cgi-bin/fecimg/?_201710159075734933+0","MAXAR TECHNOLOGIES HOLDINGS INC. PAC (MAXARPAC)","C00370585","15-OCT-17","Y"
"505","http://docquery.fec.gov/cgi-bin/fecimg/?_201710139075628449+0","AMERICAN FEDERATION OF TEACHERS, AFL-CIO COMMITTEE ON POLITICAL EDUCATION","C00028860","13-OCT-17","Y"
"506","http://docquery.fec.gov/cgi-bin/fecimg/?_201710129075621868+0","NATIONAL ASSOCIATION OF FEDERAL CREDIT UNIONS POLITICAL ACTION COMMITTEE / NAFCU/PAC / DBA NATIONAL ASSOCIATION OF FEDERALLY-INSURED CREDIT UNIONS","C00040659","12-OCT-17","Y"
"507","http://docquery.fec.gov/cgi-bin/fecimg/?_201710129075614669+0","PLASTICS INDUSTRY ASSOCIATION POLITICAL ACTION COMMITTEE","C00309716","12-OCT-17","Y"
"508","http://docquery.fec.gov/cgi-bin/fecimg/?_201710109075594305+0","CEMEX INC. EMPLOYEES PAC","C00111880","10-OCT-17","Y"
"509","http://docquery.fec.gov/cgi-bin/fecimg/?_201710109075593828+0","INTERNATIONAL FRANCHISE ASSOCIATION FRANCHISING POLITICAL ACTION COMMITTEE INC","C00084491","10-OCT-17","Y"
"510","http://docquery.fec.gov/cgi-bin/fecimg/?_201710109075595720+0","PHOENIX LAW ENFORCEMENT ASSOCIATION-POLITICAL ACTION COMMITTEE","C00274258","10-OCT-17",""
"511","http://docquery.fec.gov/cgi-bin/fecimg/?_201710099075589413+0","WASTE MANAGEMENT EMPLOYEES BETTER GOVERNMENT FUND","C00119008","09-OCT-17","Y"
"512","http://docquery.fec.gov/cgi-bin/fecimg/?_201710069075581185+0","ABBOTT LABORATORIES EMPLOYEE POLITICAL ACTION COMMITTEE","C00040279","06-OCT-17","Y"
"513","http://docquery.fec.gov/cgi-bin/fecimg/?_201710069075581179+0","ALERE, INC. GOOD GOVERNMENT COMMITTEE","C00567909","06-OCT-17","Y"
"514","http://docquery.fec.gov/cgi-bin/fecimg/?_201710059075576371+0","DAIRY FARMERS OF AMERICA, INC. POLITICAL ACTION COMMITTEE; AKA DFA-PAC","C00001388","05-OCT-17","Y"
"515","http://docquery.fec.gov/cgi-bin/fecimg/?_201710059075577756+0","SALESFORCE.COM INC POLITICAL ACTION COMMITTEE","C00511600","05-OCT-17","Y"
"516","http://docquery.fec.gov/cgi-bin/fecimg/?_201710049075575937+0","APL MARITIME LTD. PAC","C00654939","04-OCT-17","Y"
"517","http://docquery.fec.gov/cgi-bin/fecimg/?_201710039075571063+0","ERNST & YOUNG POLITICAL ACTION COMMITTEE","C00227744","03-OCT-17","Y"
"518","http://docquery.fec.gov/cgi-bin/fecimg/?_201710039075572475+0","NEX GROUP INVESTMENTS, INC. POLITICAL ACTION COMMITTEE (NEX GROUP PAC)","C00555979","03-OCT-17","Y"
"519","http://docquery.fec.gov/cgi-bin/fecimg/?_201710029075570363+0","AMERICAN VETERINARY MEDICAL ASSOCIATION POLITICAL ACTION COMMITTEE","C00114132","02-OCT-17","Y"
"520","http://docquery.fec.gov/cgi-bin/fecimg/?_201710030300175045+0","CHEMOURS COMPANY POLITICAL ACTION COMMITTEE 'CHEMOURS PAC'; THE","C00656868","02-OCT-17","Y"
"521","http://docquery.fec.gov/cgi-bin/fecimg/?_201710029075563783+0","EMBLEMHEALTH SERVICES COMPANY LLC FEDERAL PAC (AKA EMBLEMHEALTH PAC)","C00412247","02-OCT-17","Y"
"522","http://docquery.fec.gov/cgi-bin/fecimg/?_201710029075565785+0","PEPSICO, INC. CONCERNED CITIZENS FUND","C00039321","02-OCT-17","Y"
"523","http://docquery.fec.gov/cgi-bin/fecimg/?_201710029075569003+0","SLM CORPORATION PAC (SALLIE MAE PAC)","C00580076","02-OCT-17","Y"
"524","http://docquery.fec.gov/cgi-bin/fecimg/?_201709299075532672+0","AMERICAN SPEECH-LANGUAGE-HEARING ASSOCIATION PAC (ASHA PAC)","C00210666","29-SEP-17","Y"
"525","http://docquery.fec.gov/cgi-bin/fecimg/?_201709279075531014+0","SMALL MAUFACTURERS OF AMERICA PAC","C00655472","27-SEP-17","Y"
"526","http://docquery.fec.gov/cgi-bin/fecimg/?_201709269075529728+0","AMERICAN INSURANCE ASSOCIATION POLITICAL ACTION COMMITTEE","C00103143","26-SEP-17","Y"
"527","http://docquery.fec.gov/cgi-bin/fecimg/?_201709269075529732+0","DUKE ENERGY CORPORATION PAC","C00083535","26-SEP-17","Y"
"528","http://docquery.fec.gov/cgi-bin/fecimg/?_201709269075529718+0","INVESCO HOLDING COMPANY (US), INC. POLITICAL ACTION COMMITTEE","C00253369","26-SEP-17",""
"529","http://docquery.fec.gov/cgi-bin/fecimg/?_201709269075529713+0","ONEOK INC. EMPLOYEE POLITICAL ACTION COMMITTEE","C00215384","26-SEP-17",""
"530","http://docquery.fec.gov/cgi-bin/fecimg/?_201709259075517365+0","CRH AMERICAS, INC. PAC","C00346353","25-SEP-17","Y"
"531","http://docquery.fec.gov/cgi-bin/fecimg/?_201709259075517369+0","NATIONAL ASPHALT PAVEMENT ASSOCIATION POLITICAL ACTION COMMITTEE (NAPA-PAC)","C00444539","25-SEP-17","Y"
"532","http://docquery.fec.gov/cgi-bin/fecimg/?_201709229075516985+0","AMERICAN MULTI-CINEMA, INC. THEATRES (AMC THEATRES) POLITICAL ACTION COMMITTEE","C00653014","22-SEP-17",""
"533","http://docquery.fec.gov/cgi-bin/fecimg/?_201709229075516925+0","COMMUNICATIONS WORKERS OF AMERICA-COPE POLITICAL CONTRIBUTIONS COMMITTEE","C00002089","22-SEP-17","Y"
"534","http://docquery.fec.gov/cgi-bin/fecimg/?_201709229075516921+0","TRANSPORTATION TRADES DEPARTMENT AFL-CIO POLITICAL ACTION COMMITTEE (TTD/PAC)","C00280909","22-SEP-17","Y"
"535","http://docquery.fec.gov/cgi-bin/fecimg/?_201709219075515401+0","AMERICAN HEALTH QUALITY ASSOCIATION POLITICAL ACTION COMMITTEE (AHQA-PAC)","C00370213","21-SEP-17","Y"
"536","http://docquery.fec.gov/cgi-bin/fecimg/?_201709219075515865+0","AMERICAN SOCIETY OF ANESTHESIOLOGISTS POLITICAL ACTION COMMITTEE (ASA PAC)","C00255752","21-SEP-17","Y"
"537","http://docquery.fec.gov/cgi-bin/fecimg/?_201709209074796279+0","AMERICAN VETERINARY MEDICAL ASSOCIATION POLITICAL ACTION COMMITTEE","C00114132","20-SEP-17","Y"
"538","http://docquery.fec.gov/cgi-bin/fecimg/?_201709199074767597+0","NATIONAL STRUCTURED SETTLEMENTS TRADE ASSOCIATION PAC","C00219444","19-SEP-17","Y"
"539","http://docquery.fec.gov/cgi-bin/fecimg/?_201709189074749114+0","JETBLUE AIRWAYS CORPORATION CREWMEMBER GOOD GOVERNMENT FUND","C00484584","18-SEP-17","Y"
"540","http://docquery.fec.gov/cgi-bin/fecimg/?_201709159074727456+0","THE AMERICAN ELECTRIC POWER COMMITTEE FOR RESPONSIBLE GOVERNMENT","C00096842","15-SEP-17","Y"
"541","http://docquery.fec.gov/cgi-bin/fecimg/?_201709149074690874+0","CIT GROUP INC PAC (CIT PAC)","C00379420","14-SEP-17","Y"
"542","http://docquery.fec.gov/cgi-bin/fecimg/?_201709149074697449+0","EQUIPMENT LEASING AND FINANCE ASSN PAC (LEASEPAC)","C00132282","14-SEP-17","Y"
"543","http://docquery.fec.gov/cgi-bin/fecimg/?_201709149074691704+0","LINDE NORTH AMERICA INC ALLIANCE FOR GOOD GOVERNMENT (LINDE PAC)","C00471193","14-SEP-17","Y"
"544","http://docquery.fec.gov/cgi-bin/fecimg/?_201709149074693085+0","SENATE MAJORITY FUND","C00368431","14-SEP-17","Y"
"545","http://docquery.fec.gov/cgi-bin/fecimg/?_201709139074687753+0","RESCARE, INC. ADVOCACY FUND","C00344663","13-SEP-17","Y"
"546","http://docquery.fec.gov/cgi-bin/fecimg/?_201709140300174095+0","SMALL MAUFACTURERS OF AMERICA PAC","C00655472","12-SEP-17","Y"
"547","http://docquery.fec.gov/cgi-bin/fecimg/?_201709119074648464+0","ORGANIZATION FOR INTERNATIONAL INVESTMENT POLITICAL ACTION COMMITTEE AKA OFII PAC","C00632075","11-SEP-17","Y"
"548","http://docquery.fec.gov/cgi-bin/fecimg/?_201709089074640151+0","APL MARITIME LTD. PAC","C00654939","08-SEP-17",""
"549","http://docquery.fec.gov/cgi-bin/fecimg/?_201709089074641198+0","ASSOCIATION FOR ACCESSIBLE MEDICINES POLITICAL ACTION COMMITTEE","C00383463","08-SEP-17","Y"
"550","http://docquery.fec.gov/cgi-bin/fecimg/?_201709089074639416+0","THE DOW AGROSCIENCES LLC EMPLOYEE PAC","C00247981","08-SEP-17","Y"
"551","http://docquery.fec.gov/cgi-bin/fecimg/?_201709089074639555+0","THE DOW CHEMICAL COMPANY EMPLOYEES PAC (DOWPAC)","C00074096","08-SEP-17","Y"
"552","http://docquery.fec.gov/cgi-bin/fecimg/?_201709089074639561+0","E.I. DU PONT DE NEMOURS COMPANY GOOD GOVERNMENT FUND (DUPONT GOOD GOVERNMENT FUND)","C00171926","08-SEP-17","Y"
"553","http://docquery.fec.gov/cgi-bin/fecimg/?_201709089074640518+0","ENCANA OIL & GAS (USA) INC. PAC","C00431932","08-SEP-17","Y"
"554","http://docquery.fec.gov/cgi-bin/fecimg/?_201709089074639738+0","MOTION PICTURE ASSOCIATION OF AMERICA INC POLITICAL ACTION COMMITTEE","C00139519","08-SEP-17","Y"
"555","http://docquery.fec.gov/cgi-bin/fecimg/?_201709089074641360+0","NATIONAL ASSOCIATION OF LANDSCAPE PROFESSIONALS INC. PAC","C00420000","08-SEP-17","Y"
"556","http://docquery.fec.gov/cgi-bin/fecimg/?_201709089074642821+0","PLANNED PARENTHOOD ACTION FUND INC. PAC, DBA PLANNED PARENTHOOD FEDERAL PAC","C00314617","08-SEP-17","Y"
"557","http://docquery.fec.gov/cgi-bin/fecimg/?_201709079074639001+0","AVANGRID POLITICAL ACTION COMMITTEE","C00406801","07-SEP-17","Y"
"558","http://docquery.fec.gov/cgi-bin/fecimg/?_201709069072958938+0","CARPENTERS LEGISLATIVE IMPROVEMENT COMMITTEE UNITED BROTHERHOOD OF CARPENTERS AND JOINERS","C00001016","06-SEP-17","Y"
"559","http://docquery.fec.gov/cgi-bin/fecimg/?_201709069074632472+0","NATIONAL CORN GROWERS ASSOCIATION PAC (CORNPAC)","C00376343","06-SEP-17","Y"
"560","http://docquery.fec.gov/cgi-bin/fecimg/?_201709069074634794+0","UNIVERSAL AMERICAN CORP. PAC","C00433029","06-SEP-17","Y"
"561","http://docquery.fec.gov/cgi-bin/fecimg/?_201709059072958147+0","GENESEE & WYOMING INC. PAC","C00289058","05-SEP-17","Y"
"562","http://docquery.fec.gov/cgi-bin/fecimg/?_201709059072958118+0","HEXCEL CORPORATION POLITICAL ACTION COMMITTEE","C00345173","05-SEP-17","Y"
"563","http://docquery.fec.gov/cgi-bin/fecimg/?_201708299071130303+0","TYSON FOODS INC POLITICAL ACTION COMMITTEE (TYPAC)","C00169821","29-AUG-17","Y"
"564","http://docquery.fec.gov/cgi-bin/fecimg/?_201708289071129079+0","WATERPAC - NATIONAL RURAL WATER ASSOCIATION POLITICAL COMMITTEE","C00202184","28-AUG-17","Y"
"565","http://docquery.fec.gov/cgi-bin/fecimg/?_201708249071118191+0","AMERICAN ASSOCIATION OF AIRPORT EXECUTIVES","C00176727","24-AUG-17","Y"
"566","http://docquery.fec.gov/cgi-bin/fecimg/?_201708229071116095+0","CNA FINANCIAL CORPORATION CITIZENS FOR GOOD GOVERNMENT","C00078287","22-AUG-17","Y"
"567","http://docquery.fec.gov/cgi-bin/fecimg/?_201708219071115298+0","COMPUTING TECHNOLOGY INDUSTRY ASSOCIATION PAC (COMPTIA PAC)","C00436287","21-AUG-17","Y"
"568","http://docquery.fec.gov/cgi-bin/fecimg/?_201708189070417553+0","BLANK  ROME PAC","C00150797","18-AUG-17","Y"
"569","http://docquery.fec.gov/cgi-bin/fecimg/?_201708189070420288+0","CUBIC CORPORATION EMPLOYEES' POLITICAL ACTION COMMITTEE","C00151787","18-AUG-17","Y"
"570","http://docquery.fec.gov/cgi-bin/fecimg/?_201708189070400196+0","RAYTHEON COMPANY POLITICAL ACTION COMMITTTEE","C00097568","18-AUG-17","Y"
"571","http://docquery.fec.gov/cgi-bin/fecimg/?_201708189070466483+0","SILICON VALLEY BANK PAC","C00333658","18-AUG-17","Y"
"572","http://docquery.fec.gov/cgi-bin/fecimg/?_201708179070394121+0","AMALGAMATED TRANSIT UNION - COPE","C00032995","17-AUG-17","Y"
"573","http://docquery.fec.gov/cgi-bin/fecimg/?_201708179070383598+0","ARCELORMITTAL USA LLC GOOD GOVERNMENT COMMITTEE","C00104109","17-AUG-17","Y"
"574","http://docquery.fec.gov/cgi-bin/fecimg/?_201708179070389147+0","UNITED MINE WORKERS OF AMERICA - COAL MINERS POLITICAL ACTION COMMITTEE","C00013342","17-AUG-17",""
"575","http://docquery.fec.gov/cgi-bin/fecimg/?_201708169070379488+0","COMMUNITY ACTION PROGRAM - POLITICAL ACTION COMMITTEE (CAP-PAC)","C00163048","16-AUG-17","Y"
"576","http://docquery.fec.gov/cgi-bin/fecimg/?_201708169070369607+0","MAGNA US HOLDING INCORPORATED POLITICAL ACTION COMMITTEE (MAGNA PAC)","C00469502","16-AUG-17","Y"
"577","http://docquery.fec.gov/cgi-bin/fecimg/?_201708169070376022+0","PERSPECTA INC. POLITICAL ACTION COMMITTEE (A.K.A. 'PERSPECTA PAC')","C00383992","16-AUG-17","Y"
"578","http://docquery.fec.gov/cgi-bin/fecimg/?_201708159070343109+0","TOLL FREE TEXAS","C00653113","15-AUG-17","Y"
"579","http://docquery.fec.gov/cgi-bin/fecimg/?_201708159070344089+0","WHOLESALE & SPECIALTY INSURANCE ASSOCIATION (WSIA) PAC","C00417634","15-AUG-17","Y"
"580","http://docquery.fec.gov/cgi-bin/fecimg/?_201708149070323448+0","AMERICAN MULTI-CINEMA, INC. THEATRES (AMC THEATRES) POLITICAL ACTION COMMITTEE","C00653014","14-AUG-17",""
"581","http://docquery.fec.gov/cgi-bin/fecimg/?_201708149070337081+0","BABCOCK & WILCOX ENTERPRISES, INC. POLITICAL ACTION COMMITTEE","C00577072","14-AUG-17","Y"
"582","http://docquery.fec.gov/cgi-bin/fecimg/?_201708149070323592+0","NATIONAL STONE, SAND & GRAVEL ASSOCIATION ROCKPAC","C00089458","14-AUG-17","Y"
"583","http://docquery.fec.gov/cgi-bin/fecimg/?_201708119070320799+0","THE DOW CHEMICAL COMPANY EMPLOYEES PAC (DOWPAC)","C00074096","11-AUG-17","Y"
"584","http://docquery.fec.gov/cgi-bin/fecimg/?_201708109070313137+0","AMERICAN OPTOMETRIC ASSOCIATION POLITICAL ACTION COMMITTEE","C00024968","10-AUG-17","Y"
"585","http://docquery.fec.gov/cgi-bin/fecimg/?_201708109070314130+0","AMERICAN OPTOMETRIC ASSOCIATION POLITICAL ACTION COMMITTEE","C00024968","10-AUG-17","Y"
"586","http://docquery.fec.gov/cgi-bin/fecimg/?_201708109070313464+0","APTIM CORP. POLITICAL ACTION COMMITTEE (AKA APTIM PAC)","C00652826","10-AUG-17","Y"
"587","http://docquery.fec.gov/cgi-bin/fecimg/?_201708109070320449+0","BAXTER HEALTHCARE CORPORATION POLITICAL ACTION COMMITTEE","C00117838","10-AUG-17","Y"
"588","http://docquery.fec.gov/cgi-bin/fecimg/?_201708109070313808+0","MCDONALD HOPKINS LLC PAC","C00394460","10-AUG-17","Y"
"589","http://docquery.fec.gov/cgi-bin/fecimg/?_201708109070313163+0","NATIONAL COMMUNITY PHARMACISTS ASSOCIATION - PAC","C00030809","10-AUG-17","Y"
"590","http://docquery.fec.gov/cgi-bin/fecimg/?_201708099070305151+0","DISCOVER FINANCIAL SERVICES POLITICAL ACTION COMMITTEE","C00438051","09-AUG-17",""
"591","http://docquery.fec.gov/cgi-bin/fecimg/?_201708099070303038+0","HONEYWELL INTERNATIONAL POLITICAL ACTION COMMITTEE","C00096156","09-AUG-17","Y"
"592","http://docquery.fec.gov/cgi-bin/fecimg/?_201708099070306759+0","THOROUGHBRED PAC","C00425439","09-AUG-17","Y"
"593","http://docquery.fec.gov/cgi-bin/fecimg/?_201708089070299413+0","CUBIC CORPORATION EMPLOYEES' POLITICAL ACTION COMMITTEE","C00151787","08-AUG-17","Y"
"594","http://docquery.fec.gov/cgi-bin/fecimg/?_201708089070300556+0","TWITTER, INC. #PAC","C00548065","08-AUG-17","Y"
"595","http://docquery.fec.gov/cgi-bin/fecimg/?_201708089070300499+0","VNA HOLDING INC. POLITICAL ACTION COMMITTEE (VG PAC)","C00652701","08-AUG-17","Y"
"596","http://docquery.fec.gov/cgi-bin/fecimg/?_201708079070092579+0","AMERICAN CLEANING INSTITUTE PAC","C00652537","07-AUG-17","Y"
"597","http://docquery.fec.gov/cgi-bin/fecimg/?_201708079070297115+0","ANTI-FEDERALIST ACTION FUND","C00652610","07-AUG-17","Y"
"598","http://docquery.fec.gov/cgi-bin/fecimg/?_201708079070250419+0","FOLEY & LARDNER POLITICAL FUND, INC.","C00105338","07-AUG-17","Y"
"599","http://docquery.fec.gov/cgi-bin/fecimg/?_201708079070250536+0","HUSCH BLACKWELL POLITICAL ACTION COMMITTEE","C00424382","07-AUG-17","Y"
"600","http://docquery.fec.gov/cgi-bin/fecimg/?_201708049069982480+0","UNITED SERVICES AUTOMOBILE ASSOCIATION EMPLOYEE PAC - USAA EMPLOYEE PAC","C00164145","04-AUG-17","Y"
"601","http://docquery.fec.gov/cgi-bin/fecimg/?_201708039069932709+0","FIRSTCASH, INC. POLITICAL ACTION COMMITTEE","C00275529","03-AUG-17",""
"602","http://docquery.fec.gov/cgi-bin/fecimg/?_201708039069932882+0","MALLINCKRODT LLC POLITICAL ACTION COMMITTEE","C00569152","03-AUG-17","Y"
"603","http://docquery.fec.gov/cgi-bin/fecimg/?_201708019069928678+0","EMBLEMHEALTH SERVICES COMPANY LLC FEDERAL PAC (AKA EMBLEMHEALTH PAC)","C00412247","01-AUG-17","Y"
"604","http://docquery.fec.gov/cgi-bin/fecimg/?_201708019069929685+0","GENENTECH INC. POLITICAL ACTION COMMITTEE","C00199257","01-AUG-17","Y"
"605","http://docquery.fec.gov/cgi-bin/fecimg/?_201708019069928804+0","SAFELITE GROUP INC. PAC (AKA SAFELITE PAC)","C00526509","01-AUG-17","Y"
"606","http://docquery.fec.gov/cgi-bin/fecimg/?_201707319069879117+0","AMERICAN RESORT DEVELOPMENT ASSOCIATION RESORT OWNERS COALITION PAC (ARDA-ROC PAC)","C00358663","31-JUL-17","Y"
"607","http://docquery.fec.gov/cgi-bin/fecimg/?_201707319069897903+0","AMERICAS HEALTH INSURANCE PLANS PAC (AHIP PAC)","C00106740","31-JUL-17","Y"
"608","http://docquery.fec.gov/cgi-bin/fecimg/?_201707319069904142+0","LEONARDO DRS PAC","C00275123","31-JUL-17","Y"
"609","http://docquery.fec.gov/cgi-bin/fecimg/?_201707319069883282+0","MCKESSON CORPORATION EMPLOYEES POLITICAL FUND","C00108035","31-JUL-17","Y"
"610","http://docquery.fec.gov/cgi-bin/fecimg/?_201707319069915625+0","NANA DEVELOPMENT CORPORATION INC POLITICAL ACTION COMMITTEE (NDC PAC)","C00512327","31-JUL-17","Y"
"611","http://docquery.fec.gov/cgi-bin/fecimg/?_201707319069897554+0","NETFLIX INC PAC (FLIXPAC)","C00518233","31-JUL-17","Y"
"612","http://docquery.fec.gov/cgi-bin/fecimg/?_201707319069875476+0","NOBLE ENERGY INC. POLITICAL ACTION COMMITTEE","C00479873","31-JUL-17","Y"
"613","http://docquery.fec.gov/cgi-bin/fecimg/?_201707289069842004+0","AMERICAN PETROLEUM INSTITUTE POLITICAL ACTION COMMITTEE (API PAC)","C00483677","28-JUL-17","Y"
"614","http://docquery.fec.gov/cgi-bin/fecimg/?_201707289069839756+0","ESSENT US HOLDINGS, INC. POLITICAL ACTION COMMITTEE (ESSENTPAC)","C00630350","28-JUL-17","Y"
"615","http://docquery.fec.gov/cgi-bin/fecimg/?_201707289069848917+0","HP INC. POLITICAL ACTION COMMITTEE","C00626648","28-JUL-17","Y"
"616","http://docquery.fec.gov/cgi-bin/fecimg/?_201707269069826328+0","BSA | THE SOFTWARE ALLIANCE PAC","C00416685","26-JUL-17","Y"
"617","http://docquery.fec.gov/cgi-bin/fecimg/?_201707269069813259+0","CHICAGO BRIDGE & IRON COMPANY POLITICAL ACTION COMMITTEE","C00104885","26-JUL-17","Y"
"618","http://docquery.fec.gov/cgi-bin/fecimg/?_201707259069806147+0","AMERICAN AMBULANCE ASSOCIATION FEDERAL PAC (AKA AMBU-PAC)","C00168070","25-JUL-17","Y"
"619","http://docquery.fec.gov/cgi-bin/fecimg/?_201707259069810812+0","GOLF COURSE SUPERINTENDENTS ASSOCIATION OF AMERICA POLITICAL ACTION COMMITTEE (GCSAAPAC)","C00651430","25-JUL-17","Y"
"620","http://docquery.fec.gov/cgi-bin/fecimg/?_201707259069805399+0","MASCO POLITICAL ACTION COMMITTEE","C00341289","25-JUL-17","Y"
"621","http://docquery.fec.gov/cgi-bin/fecimg/?_201707249069801324+0","ASHLAND LLC POLITICAL ACTION COMMITTEE FOR EMPLOYEES (PACE)","C00075994","24-JUL-17","Y"
"622","http://docquery.fec.gov/cgi-bin/fecimg/?_201707249069799828+0","ASSOCIATION OF EQUIPMENT MANUFACTURERS PAC","C00442996","24-JUL-17","Y"
"623","http://docquery.fec.gov/cgi-bin/fecimg/?_201707249069801333+0","CERNER CORPORATION PAC","C00410589","24-JUL-17",""
"624","http://docquery.fec.gov/cgi-bin/fecimg/?_201707249069800761+0","TYSON FOODS INC POLITICAL ACTION COMMITTEE (TYPAC)","C00169821","24-JUL-17","Y"
"625","http://docquery.fec.gov/cgi-bin/fecimg/?_201707219067096038+0","HUNTINGTON INGALLS INDUSTRIES, INC. EMPLOYEES POLITICAL ACTION COMMITTEE (HIIPAC)","C00325092","21-JUL-17","Y"
"626","http://docquery.fec.gov/cgi-bin/fecimg/?_201707209066867503+0","ASHLAND LLC POLITICAL ACTION COMMITTEE FOR EMPLOYEES (PACE)","C00075994","20-JUL-17","Y"
"627","http://docquery.fec.gov/cgi-bin/fecimg/?_201707209067007829+0","PRAXAIR, INC. POLITICAL ACTION COMMITTEE","C00283440","20-JUL-17","Y"
"628","http://docquery.fec.gov/cgi-bin/fecimg/?_201707199066809697+0","ENERGY LEADERS POLITICAL ACTION COMMITTEE OF VISTRA ENERGY","C00226548","19-JUL-17","Y"
"629","http://docquery.fec.gov/cgi-bin/fecimg/?_201707199066791536+0","FINANCIAL SERVICES INSTITUTE PAC","C00409714","19-JUL-17","Y"
